x,y
-5.7645,-9.9034
-5.7645,-15.2266
-5.5750,-15.0173
-5.5750,-15.4541
-5.5505,-15.4541
-5.5505,-14.9991
-5.4954,-14.9535
-5.4954,-9.9219
