x,y
-5.35,-14.2
-5.30,-14.3
-5.30,-14.0
-5.26,-14.1
-5.26,-14.5
-5.23,-14.6
-5.23,-14.0
-5.16,-14.2
-5.14,-14.1
-5.14,-14.0
-5.06,-14.1
-5.06,-13.9
-5.03,-14.0
-5.03,-14.3
-4.99,-14.4
-4.99,-10.1
-5.34,-10.1
