x,y
-4.95,-14.3
-4.94,-14.3
-4.94,-13.6
-4.89,-13.6
-4.89,-14.0
-4.88,-14.1
-4.88,-13.8
-4.82,-14.0
-4.82,-14.1
-4.79,-14.1
-4.79,-10.2
-4.95,-10.2
